Id,SalePrice
1787,164664.48
1788,63832.633
1789,81365.12
1790,88546.53
1791,159356.6
1792,150809.86
1793,155115.08
1794,151240.0
1795,138244.45
1796,123824.19
1797,127935.12
1798,132688.25
1799,110367.89
1800,119214.16
1801,128029.664
1802,145975.05
1803,152149.34
1804,147923.97
1805,133995.98
1806,106960.02
1807,129295.58
1808,111226.82
1809,126938.945
1810,141277.72
1811,124411.45
1812,109683.85
1813,116776.37
1814,98675.54
1815,50950.84
1816,114274.28
1817,119699.625
1818,154312.45
1819,110671.8
1820,82543.16
1821,122929.3
1822,170870.19
1823,42937.02
1824,144406.95
1825,142331.42
1826,105495.76
1827,107670.59
1828,135593.61
1829,105211.055
1830,172766.73
1831,135307.84
1832,84370.164
1833,135619.86
1834,109633.44
1835,156179.61
1836,134428.02
1837,108451.94
1838,126430.914
1839,86973.86
1840,176441.52
1841,147435.3
1842,97863.34
1843,145544.84
1844,144771.83
1845,152005.9
1846,161065.56
1847,154657.77
1848,66445.72
1849,118734.32
1850,118156.83
1851,153281.34
1852,136221.77
1853,132569.28
1854,165500.08
1855,162115.6
1856,222074.4
1857,134522.3
1858,124453.086
1859,120971.375
1860,146746.44
1861,120971.375
1862,264433.4
1863,265752.03
1864,265752.03
1865,329776.56
1866,349931.2
1867,255302.84
1868,297014.16
1869,202128.73
1870,253154.84
1871,248067.44
1872,167905.12
1873,224677.14
1874,141706.83
1875,188480.08
1876,195773.19
1877,201498.11
1878,207240.27
1879,131877.55
1880,130173.83
1881,227867.72
1882,254634.33
1883,196102.69
1884,217740.98
1885,247174.86
1886,304442.34
1887,194611.8
1888,301079.28
1889,163217.89
1890,137580.02
1891,144923.38
1892,104268.88
1893,136734.8
1894,133542.73
1895,149785.7
1896,127034.79
1897,119077.69
1898,110235.45
1899,148503.7
1900,155099.23
1901,173229.23
1902,144111.2
1903,229192.6
1904,149832.27
1905,194890.0
1906,153775.05
1907,217455.92
1908,128822.7
1909,130402.02
1910,125597.02
1911,202256.25
1912,270286.0
1913,140474.86
1914,78988.19
1915,326330.8
1916,70478.02
1917,279376.0
1918,135665.73
1919,147647.61
1920,143856.88
1921,404998.1
1922,309872.94
1923,211017.03
1924,220311.97
1925,205582.36
1926,371230.28
1927,132680.33
1928,169101.86
1929,120420.695
1930,115410.83
1931,139886.42
1932,135071.08
1933,173125.22
1934,179951.58
1935,185769.94
1936,194618.72
1937,184763.19
1938,176802.02
1939,226924.38
1940,184130.14
1941,167900.4
1942,199157.17
1943,204183.56
1944,308891.6
1945,360663.75
1946,159080.73
1947,279934.22
1948,168091.61
1949,242588.31
1950,189366.88
1951,268881.9
1952,211635.16
1953,169552.14
1954,209880.22
1955,137821.22
1956,313677.72
1957,170886.14
1958,321916.6
1959,129515.83
1960,118782.625
1961,120805.125
1962,101125.81
1963,97827.68
1964,111342.125
1965,152544.08
1966,145648.42
1967,315902.66
1968,453272.44
1969,413529.75
1970,465267.3
1971,423384.6
1972,397465.84
1973,277038.47
1974,323509.84
1975,493759.88
1976,291842.06
1977,354777.84
1978,338751.06
1979,303365.78
1980,205689.64
1981,326437.62
1982,242959.03
1983,210401.28
1984,161099.12
1985,203827.34
1986,213439.53
1987,177254.66
1988,180980.3
1989,199368.67
1990,210317.12
1991,218747.22
1992,216808.45
1993,160405.86
1994,211125.66
1995,183741.42
1996,250885.5
1997,277695.9
1998,353840.4
1999,257961.17
2000,321613.72
2001,247013.22
2002,226025.73
2003,238796.34
2004,260553.28
2005,212196.3
2006,241272.52
2007,233477.0
2008,197241.94
2009,183287.73
2010,190436.02
2011,127736.38
2012,174086.62
2013,188574.5
2014,175967.39
2015,200102.12
2016,200015.45
2017,204308.9
2018,114620.59
2019,139320.8
2020,97136.61
2021,110997.914
2022,178775.77
2023,138322.36
2024,230860.33
2025,419963.38
2026,171339.02
2027,159499.39
2028,144858.38
2029,177211.7
2030,282010.3
2031,265978.75
2032,262296.9
2033,282613.75
2034,158657.19
2035,223207.8
2036,173859.19
2037,206616.7
2038,292989.62
2039,229485.12
2040,353594.28
2041,222903.11
2042,200589.36
2043,170611.62
2044,183756.5
2045,216346.27
2046,141970.58
2047,152952.58
2048,139868.44
2049,135750.66
2050,170218.62
2051,95383.42
2052,137446.7
2053,141610.78
2054,87102.07
2055,161561.12
2056,126426.664
2057,113601.58
2058,220472.03
2059,136866.27
2060,173008.92
2061,186421.34
2062,124009.31
2063,123862.65
2064,142705.4
2065,139102.55
2066,175887.28
2067,109682.23
2068,124643.8
2069,90195.52
2070,102340.28
2071,86156.85
2072,118737.68
2073,134650.58
2074,173435.25
2075,149095.45
2076,111551.61
2077,150913.38
2078,118730.414
2079,136654.95
2080,106912.77
2081,115212.25
2082,140210.86
2083,139320.06
2084,115943.65
2085,131628.42
2086,143345.6
2087,126829.53
2088,98041.4
2089,91003.64
2090,134880.48
2091,127718.28
2092,135183.62
2093,133947.83
2094,131665.3
2095,161123.52
2096,79707.9
2097,87534.336
2098,128156.6
2099,73688.77
2100,95131.31
2101,119758.45
2102,118836.984
2103,96353.37
2104,132711.4
2105,136390.31
2106,79726.984
2107,256711.42
2108,129993.31
2109,116082.33
2110,119433.664
2111,150970.64
2112,156519.2
2113,105394.35
2114,98656.46
2115,156751.81
2116,126904.445
2117,156322.23
2118,126636.95
2119,99319.46
2120,107667.984
2121,81343.664
2122,115547.39
2123,81218.64
2124,145056.88
2125,131918.98
2126,168701.27
2127,198253.05
2128,146460.11
2129,86668.86
2130,150835.72
2131,173169.72
2132,123082.03
2133,123979.16
2134,118316.36
2135,99974.24
2136,92388.67
2137,118798.68
2138,142193.34
2139,155134.75
2140,142944.8
2141,152334.23
2142,121689.75
2143,134742.25
2144,77285.62
2145,138483.58
2146,174608.69
2147,151480.6
2148,124527.92
2149,145341.97
2150,232235.62
2151,123445.375
2152,173283.73
2153,165766.4
2154,105334.28
2155,145494.58
2156,262692.34
2157,232184.61
2158,238465.44
2159,210882.34
2160,168671.45
2161,244316.14
2162,451725.66
2163,330814.28
2164,241599.34
2165,174771.77
2166,148932.92
2167,186089.77
2168,211678.25
2169,192373.25
2170,230738.77
2171,147891.88
2172,149303.34
2173,176285.17
2174,234726.77
2175,334968.0
2176,343914.3
2177,253635.45
2178,204550.58
2179,148906.61
2180,207092.64
2181,185321.92
2182,217825.53
2183,197693.61
2184,122685.01
2185,125044.2
2186,146213.53
2187,155684.83
2188,150227.98
2189,214830.11
2190,86449.42
2191,95322.08
2192,79822.96
2193,91466.61
2194,111911.72
2195,109777.39
2196,101669.445
2197,110133.59
2198,150848.3
2199,158139.62
2200,131158.72
2201,152575.95
2202,219152.03
2203,151544.8
2204,195735.34
2205,121170.88
2206,136088.08
2207,236624.0
2208,248641.8
2209,195091.38
2210,138989.67
2211,114529.63
2212,113978.766
2213,104120.0
2214,146590.86
2215,107670.59
2216,135673.53
2217,72499.85
2218,76318.65
2219,74825.79
2220,105526.79
2221,322597.53
2222,238165.86
2223,283226.25
2224,203721.95
2225,118954.516
2226,161186.84
2227,194388.25
2228,287042.28
2229,230776.45
2230,158497.11
2231,212517.2
2232,180478.08
2233,193369.45
2234,228135.6
2235,209958.27
2236,306356.97
2237,378346.94
2238,188078.53
2239,117872.19
2240,163784.92
2241,142235.05
2242,124668.73
2243,104308.39
2244,92159.27
2245,101392.87
2246,137604.34
2247,115769.68
2248,127396.375
2249,125994.88
2250,137099.56
2251,92112.555
2252,179161.62
2253,166034.84
2254,176385.06
2255,186953.9
2256,189920.27
2257,182405.28
2258,161124.58
2259,173309.38
2260,168268.77
2261,192362.27
2262,223968.92
2263,324742.03
2264,327547.1
2265,185391.98
2266,273691.78
2267,383520.47
2268,349495.25
2269,155400.52
2270,190826.0
2271,218686.52
2272,205197.66
2273,157484.98
2274,168411.16
2275,184532.23
2276,186571.94
2277,197865.16
2278,160635.53
2279,118904.21
2280,127058.836
2281,165948.28
2282,181211.98
2283,94388.61
2284,106842.77
2285,134618.4
2286,121766.04
2287,328096.7
2288,295064.3
2289,392932.9
2290,417543.6
2291,317171.9
2292,379277.12
2293,447633.34
2294,406132.9
2295,423017.6
2296,255759.34
2297,312527.8
2298,292693.28
2299,355651.4
2300,318415.34
2301,283096.94
2302,231348.44
2303,246177.8
2304,239585.34
2305,185976.12
2306,184579.16
2307,184287.52
2308,214092.78
2309,279548.4
2310,213462.4
2311,197681.3
2312,172325.69
2313,177741.55
2314,156849.45
2315,174306.88
2316,191386.0
2317,185165.14
2318,181220.67
2319,174069.19
2320,180539.28
2321,252250.28
2322,167212.86
2323,188541.25
2324,183274.75
2325,210154.8
2326,173483.77
2327,214309.81
2328,224962.89
2329,187939.5
2330,174430.11
2331,345184.22
2332,403738.03
2333,301714.7
2334,251358.53
2335,254651.55
2336,359500.53
2337,208536.61
2338,294368.72
2339,224424.84
2340,379110.6
2341,214245.95
2342,241296.08
2343,222852.23
2344,220139.02
2345,232548.94
2346,212381.64
2347,206861.02
2348,235210.17
2349,155314.33
2350,272528.06
2351,253543.75
2352,256011.38
2353,279733.7
2354,129445.85
2355,124390.43
2356,153312.72
2357,200735.83
2358,202759.16
2359,114685.52
2360,123199.164
2361,137648.47
2362,283427.06
2363,138082.02
2364,167700.02
2365,233083.92
2366,150254.25
2367,206991.39
2368,212344.55
2369,194928.86
2370,182234.7
2371,159741.38
2372,196378.48
2373,281387.9
2374,311376.38
2375,265405.94
2376,279286.25
2377,369882.16
2378,141041.61
2379,196241.89
2380,141292.3
2381,146682.11
2382,202754.17
2383,205735.66
2384,267122.78
2385,156774.8
2386,126126.02
2387,133315.61
2388,97358.67
2389,118114.86
2390,144012.69
2391,138046.58
2392,122975.68
2393,157071.55
2394,148473.8
2395,211043.66
2396,153755.83
2397,208607.86
2398,144602.25
2399,58266.504
2400,41838.633
2401,107364.29
2402,144676.67
2403,126045.17
2404,146974.67
2405,167434.33
2406,133570.98
2407,127152.61
2408,144728.08
2409,125887.26
2410,189130.02
2411,111830.18
2412,158137.05
2413,130483.82
2414,138950.94
2415,132452.89
2416,129999.18
2417,126288.65
2418,127797.73
2419,122878.836
2420,116959.79
2421,160597.67
2422,126625.805
2423,112757.51
2424,154746.98
2425,237474.98
2426,116138.19
2427,149416.75
2428,181056.7
2429,125481.92
2430,130886.58
2431,125370.26
2432,141781.6
2433,150417.45
2434,136317.03
2435,147239.6
2436,105144.93
2437,113213.16
2438,120508.62
2439,115765.29
2440,124860.91
2441,68478.41
2442,98589.12
2443,123013.11
2444,134465.73
2445,71305.45
2446,132329.89
2447,200730.78
2448,142758.9
2449,104568.51
2450,152057.25
2451,119352.84
2452,182592.47
2453,96543.77
2454,114447.766
2455,123729.71
2456,140793.64
2457,126398.1
2458,125629.82
2459,107662.18
2460,138622.39
2461,117666.79
2462,129901.164
2463,125656.88
2464,175590.98
2465,135976.81
2466,113231.81
2467,151536.86
2468,79870.74
2469,71467.89
2470,150710.78
2471,169493.12
2472,170521.11
2473,105643.6
2474,86048.44
2475,204642.47
2476,101832.18
2477,128630.94
2478,171081.89
2479,107279.56
2480,156125.89
2481,122732.164
2482,141672.8
2483,113370.03
2484,120899.98
2485,128622.05
2486,158792.23
2487,161993.61
2488,165396.78
2489,141412.69
2490,167337.9
2491,90844.02
2492,174896.7
2493,144622.53
2494,171724.12
2495,105057.16
2496,238929.64
2497,161206.83
2498,108632.03
2499,86200.37
2500,116561.59
2501,131850.55
2502,160547.12
2503,93760.55
2504,192989.2
2505,221567.53
2506,273802.1
2507,321326.06
2508,269561.88
2509,219251.9
2510,229663.27
2511,178215.95
2512,218864.62
2513,220379.48
2514,239471.38
2515,153851.66
2516,156710.11
2517,137958.36
2518,142361.55
2519,213254.86
2520,196713.67
2521,190238.34
2522,235265.08
2523,123137.586
2524,134508.4
2525,150432.33
2526,132918.36
2527,98770.49
2528,129673.93
2529,139390.23
2530,114060.95
2531,236980.17
2532,226396.83
2533,194225.19
2534,228236.23
2535,291488.4
2536,222785.14
2537,234046.97
2538,182471.22
2539,176843.16
2540,173312.75
2541,177328.44
2542,156579.95
2543,125034.76
2544,135089.19
2545,116792.75
2546,143036.72
2547,128554.35
2548,131117.11
2549,163666.58
2550,245498.2
2551,145871.7
2552,120345.15
2553,95096.88
2554,112560.98
2555,126957.445
2556,98456.04
2557,116942.95
2558,152748.72
2559,156259.17
2560,132421.73
2561,147742.86
2562,150463.05
2563,146289.23
2564,171471.78
2565,130676.8
2566,161258.78
2567,143678.69
2568,199709.4
2569,206460.94
2570,134798.05
2571,156832.3
2572,167442.36
2573,218248.38
2574,287289.4
2575,115808.625
2576,128187.04
2577,153135.42
2578,81937.71
2579,80401.24
2580,134777.97
2581,137388.27
2582,112640.63
2583,239013.92
2584,153850.05
2585,177414.28
2586,178863.42
2587,204621.72
2588,147432.8
2589,144519.53
2590,209267.12
2591,202887.3
2592,217542.5
2593,237512.44
2594,176252.72
2595,201253.9
2596,366628.0
2597,189173.67
2598,282753.47
2599,298893.53
2600,152054.25
2601,127636.28
2602,81318.74
2603,88931.586
2604,81754.836
2605,74175.984
2606,140138.36
2607,180977.19
2608,200934.73
2609,152896.56
2610,116357.48
2611,152276.52
2612,145588.05
2613,131056.914
2614,128010.29
2615,153754.5
2616,146445.16
2617,184960.97
2618,170730.06
2619,215393.16
2620,191871.1
2621,172789.62
2622,183755.72
2623,254052.66
2624,275331.0
2625,317455.16
2626,172693.53
2627,177692.33
2628,461977.62
2629,490482.84
2630,365126.62
2631,454495.2
2632,410659.78
2633,284867.38
2634,360523.47
2635,161524.23
2636,198429.72
2637,172002.39
2638,260869.02
2639,191955.33
2640,159073.17
2641,96264.85
2642,185118.55
2643,104162.42
2644,123626.29
2645,95925.984
2646,86904.016
2647,94824.96
2648,136657.19
2649,136100.97
2650,127948.766
2651,146436.53
2652,456628.34
2653,258718.77
2654,263176.66
2655,389493.56
2656,287998.25
2657,301158.25
2658,261001.64
2659,317869.4
2660,312054.78
2661,347502.53
2662,302009.25
2663,262109.33
2664,258527.67
2665,330579.22
2666,284762.0
2667,166093.06
2668,181755.11
2669,170617.23
2670,283678.22
2671,182446.81
2672,188565.2
2673,227143.88
2674,222327.38
2675,164753.89
2676,190232.64
2677,193647.61
2678,230175.7
2679,303978.56
2680,299344.25
2681,401808.4
2682,355833.28
2683,448292.22
2684,314442.53
2685,375095.97
2686,249863.36
2687,331190.5
2688,223138.39
2689,206725.02
2690,508900.12
2691,182137.67
2692,120334.055
2693,192514.12
2694,116987.88
2695,191365.86
2696,189222.88
2697,184989.11
2698,199835.11
2699,187020.92
2700,162274.92
2701,145198.28
2702,116148.13
2703,130361.35
2704,140493.27
2705,123164.91
2706,121972.89
2707,137099.22
2708,133831.56
2709,114533.914
2710,122986.83
2711,272762.4
2712,350382.16
2713,153280.48
2714,150724.86
2715,175990.39
2716,151063.02
2717,191680.47
2718,204072.28
2719,163462.34
2720,169934.56
2721,144285.6
2722,151655.55
2723,144794.25
2724,134462.06
2725,128621.56
2726,144469.4
2727,163767.39
2728,168335.45
2729,139836.86
2730,142243.06
2731,127947.04
2732,130135.81
2733,174733.94
2734,144317.6
2735,135289.86
2736,139708.02
2737,124066.88
2738,135118.52
2739,161257.08
2740,142352.4
2741,116336.93
2742,159461.61
2743,145226.3
2744,151975.95
2745,144571.69
2746,129661.59
2747,159119.45
2748,122838.34
2749,127132.82
2750,145793.38
2751,145834.97
2752,175952.12
2753,159286.9
2754,209581.72
2755,138772.81
2756,94228.016
2757,60330.227
2758,83232.88
2759,149765.6
2760,111479.84
2761,142717.5
2762,141131.14
2763,187259.81
2764,147547.94
2765,258684.22
2766,155001.92
2767,99482.305
2768,132381.75
2769,138165.05
2770,149777.98
2771,117787.0
2772,118773.29
2773,149874.11
2774,148390.12
2775,141217.92
2776,146711.38
2777,144105.53
2778,127319.8
2779,132378.64
2780,101293.82
2781,92072.77
2782,100728.88
2783,78489.63
2784,128962.66
2785,131766.02
2786,66626.336
2787,104488.85
2788,59867.59
2789,236300.8
2790,89342.586
2791,128816.99
2792,51432.664
2793,179346.66
2794,97222.4
2795,118199.445
2796,99121.805
2797,216874.42
2798,112678.516
2799,116540.4
2800,71258.46
2801,104736.47
2802,132640.12
2803,169387.97
2804,156614.16
2805,110809.016
2806,80198.914
2807,150753.06
2808,161173.83
2809,134299.62
2810,138547.27
2811,144605.0
2812,138762.33
2813,141238.36
2814,159059.06
2815,104457.484
2816,229421.19
2817,149110.22
2818,137982.52
2819,172564.17
2820,123991.64
2821,105475.516
2822,191886.2
2823,267271.03
2824,171404.53
2825,141868.19
2826,129249.016
2827,141950.98
2828,232786.48
2829,193015.28
2830,231968.8
2831,178757.56
2832,259491.19
2833,289322.66
2834,204340.94
2835,216820.02
2836,194102.62
2837,163345.33
2838,144644.81
2839,195872.64
2840,193066.1
2841,207159.62
2842,233096.3
2843,158744.16
2844,158466.92
2845,112887.984
2846,215500.92
2847,190493.33
2848,240104.03
2849,206312.02
2850,279865.84
2851,217338.5
2852,219014.83
2853,225791.03
2854,141613.33
2855,191711.53
2856,203309.3
2857,186595.28
2858,190727.17
2859,125775.61
2860,122270.75
2861,131465.33
2862,213695.61
2863,110147.65
2864,254912.27
2865,148912.48
2866,131607.19
2867,107325.38
2868,116800.19
2869,125039.305
2870,152078.73
2871,113821.29
2872,58716.902
2873,99614.42
2874,150569.52
2875,110275.32
2876,146587.08
2877,143918.23
2878,162025.22
2879,144471.33
2880,97131.01
2881,148137.78
2882,186245.62
2883,183764.77
2884,209388.44
2885,192723.75
2886,217128.66
2887,92795.58
2888,121525.53
2889,63097.29
2890,94060.12
2891,150471.3
2892,60853.69
2893,109864.32
2894,74976.24
2895,285165.28
2896,288234.16
2897,202893.52
2898,166692.12
2899,228655.56
2900,155683.52
2901,238786.7
2902,187512.14
2903,352735.16
2904,359706.47
2905,116037.27
2906,201218.69
2907,104642.24
2908,136598.1
2909,128546.375
2910,77146.76
2911,80036.4
2912,154585.03
2913,82794.67
2914,78321.74
2915,78866.84
2916,76722.445
2917,180510.48
2918,114716.984
2919,212176.66
